time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	v_ground_truth	yaw_groundtruth	yawrate_groundtruth
1477010450750000	12.4386	21.0271	4.92455	3.02216	0.569544	radar	2.53163	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175	4.85769	3.00672	0.508793
1477010450800000	12.1934	21.0636	4.93181	3.047	0.565721	lidar	0.124467	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912	4.86128	3.03216	0.506127
1477010450850000	11.9541	21.0836	4.93074	3.07798	0.573454	radar	0.980349	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778	4.86493	3.05747	0.503383
1477010450900000	11.7161	21.0523	4.89399	3.12191	0.589705	lidar	1.96044	11.6814	20.8651	11.785	21.117	-4.86022	0.286869	4.86867	3.08264	0.500558
1477010450950000	11.4684	21.039	4.89534	3.15739	0.596827	radar	1.09379	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281	4.87251	3.10767	0.497655
1477010451000000	11.259	21.0298	4.83194	3.1875	0.59849	lidar	0.707532	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057	4.87655	3.13255	0.494673
1477010451050000	11.0032	20.9918	4.85333	3.22676	0.608789	radar	4.16207	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565	4.88023	3.15728	0.491613
1477010451100000	10.7994	20.9515	4.78115	3.26376	0.617244	lidar	0.562735	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643	4.88449	3.18186	0.488475
1477010451150000	10.5543	20.9481	4.74822	3.27241	0.576483	radar	5.50615	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	4.88862	3.20629	0.48526
1477010451200000	10.2648	20.9788	4.85882	3.27447	0.545957	lidar	3.45778	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674	4.89282	3.23055	0.481969
1477010451250000	10.0275	20.9595	4.84994	3.29445	0.536303	radar	1.02108	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	4.89713	3.25465	0.478601
1477010451300000	9.84225	20.9177	4.75363	3.32535	0.542756	lidar	1.58883	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327	4.90147	3.27858	0.475158
1477010451350000	9.61588	20.9051	4.68526	3.3285	0.500314	radar	2.28378	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	4.90587	3.30234	0.47164
1477010451400000	9.42805	20.8525	4.61077	3.35937	0.508024	lidar	0.773088	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977	4.91033	3.32592	0.468047
1477010451450000	9.21315	20.8084	4.59913	3.38337	0.508352	radar	1.42285	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	4.91484	3.34932	0.46438
1477010451500000	8.90524	20.7818	4.74975	3.38829	0.483883	lidar	2.70762	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	4.91941	3.37254	0.46064
1477010451550000	8.69592	20.7011	4.72209	3.42372	0.498279	radar	4.33021	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	4.92404	3.39557	0.456828
1477010451600000	8.40858	20.6205	4.83235	3.44603	0.493349	lidar	2.94706	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	4.92872	3.41841	0.452943
1477010451650000	8.18052	20.5406	4.83941	3.4743	0.499491	radar	0.0729831	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	4.93344	3.44106	0.448987
1477010451700000	7.93416	20.4613	4.872	3.49583	0.495255	lidar	0.147922	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	4.93819	3.46351	0.444959
1477010451750000	7.71791	20.3756	4.88592	3.52729	0.511079	radar	3.4206	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	4.943	3.48576	0.440862
1477010451800000	7.39507	20.3194	5.0459	3.52358	0.477385	lidar	3.34152	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	4.94783	3.5078	0.436695
1477010451850000	7.16079	20.2241	5.03512	3.54449	0.470882	radar	0.242754	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	4.9527	3.52963	0.432459
1477010451900000	6.89284	20.1409	5.09437	3.55525	0.456451	lidar	0.521781	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	4.9576	3.55126	0.428154
1477010451950000	6.6668	20.0501	5.06234	3.57121	0.445251	radar	0.563518	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	4.96252	3.57266	0.423782
1477010452000000	6.4194	19.9578	5.08848	3.58472	0.435701	lidar	0.242309	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	4.96747	3.59385	0.419343
1477010452050000	6.20281	19.8647	5.06013	3.60225	0.431653	radar	2.94203	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	4.97244	3.61482	0.414838
1477010452100000	5.93808	19.7705	5.11828	3.60931	0.415512	lidar	0.612337	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	4.97743	3.63556	0.410268
1477010452150000	5.70102	19.6268	5.18759	3.6437	0.439264	radar	1.76212	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	4.98243	3.65608	0.405632
1477010452200000	5.53691	19.5017	5.08312	3.67741	0.453428	lidar	1.72475	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	4.98744	3.67636	0.400933
1477010452250000	5.33456	19.3532	5.07628	3.7099	0.466	radar	1.78718	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	4.99246	3.6964	0.39617
1477010452300000	5.12593	19.2507	5.05056	3.72216	0.454987	lidar	1.98585	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	4.99749	3.71621	0.391345
1477010452350000	4.94152	19.1382	4.9519	3.73597	0.438269	radar	4.70068	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	5.00251	3.73578	0.386458
1477010452400000	4.78603	18.9878	4.88096	3.77219	0.454887	lidar	0.723424	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	5.00754	3.7551	0.381509
1477010452450000	4.57404	18.8378	4.94136	3.79591	0.461027	radar	1.53695	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	5.01256	3.77418	0.376501
1477010452500000	4.40066	18.7064	4.89473	3.8176	0.460614	lidar	1.10889	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	5.01757	3.793	0.371433
1477010452550000	4.22573	18.5634	4.82401	3.83597	0.449235	radar	1.24385	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	5.02257	3.81158	0.366307
1477010452600000	4.10748	18.4103	4.72341	3.87509	0.469474	lidar	1.75263	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	5.02756	3.82989	0.361122
1477010452650000	3.91469	18.2381	4.87205	3.90782	0.495374	radar	7.35714	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	5.03253	3.84795	0.355881
1477010452700000	3.64962	18.095	4.98193	3.89763	0.454759	lidar	2.70649	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	5.03748	3.86574	0.350583
1477010452750000	3.49351	17.9448	4.87244	3.91425	0.439975	radar	3.42894	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	5.0424	3.88327	0.34523
1477010452800000	3.2605	17.7767	4.95478	3.91678	0.416909	lidar	1.20581	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	5.0473	3.90053	0.339823
1477010452850000	3.07444	17.5933	5.03495	3.94296	0.431396	radar	2.27405	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	5.05217	3.91752	0.334362
1477010452900000	2.90041	17.475	4.97777	3.94607	0.412614	lidar	6.20359	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	5.057	3.93424	0.328848
1477010452950000	2.7503	17.2596	5.05773	3.99113	0.450979	radar	2.94377	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	5.0618	3.95068	0.323282
1477010453000000	2.57487	17.072	5.06843	4.00918	0.445882	lidar	0.0391576	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	5.06657	3.96685	0.317665
1477010453050000	2.41591	16.9068	4.94809	4.01626	0.417738	radar	2.21656	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	5.07128	3.98273	0.311998
1477010453100000	2.25376	16.7347	4.93621	4.03032	0.410587	lidar	0.51672	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	5.07595	3.99833	0.306282
1477010453150000	2.08098	16.5385	4.91318	4.04045	0.391639	radar	4.90234	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	5.08058	4.01365	0.300517
1477010453200000	1.92395	16.3082	4.9593	4.06727	0.398548	lidar	2.22274	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	5.08516	4.02867	0.294705
1477010453250000	1.7736	16.1322	4.88735	4.07576	0.379747	radar	0.952454	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	5.08968	4.04341	0.288846
1477010453300000	1.56732	15.9632	4.93301	4.06551	0.346946	lidar	1.79102	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	5.09414	4.05785	0.282942
1477010453350000	1.43383	15.7322	5.02581	4.10262	0.378311	radar	2.02245	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	5.09855	4.07199	0.276993
1477010453400000	1.25921	15.5125	5.07899	4.1127	0.367646	lidar	0.722954	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	5.10289	4.08584	0.271
1477010453450000	1.1038	15.3199	5.05023	4.11956	0.351796	radar	1.01112	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	5.10717	4.09939	0.264964
1477010453500000	0.88811	15.0986	5.15157	4.11155	0.32188	lidar	2.19146	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	5.11138	4.11264	0.258887
1477010453550000	0.748105	14.9195	5.0457	4.11541	0.30045	radar	2.61391	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	5.11552	4.12559	0.252769
1477010453600000	0.650004	14.7071	5.00071	4.14663	0.318907	lidar	0.502774	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	5.11958	4.13823	0.246611
1477010453650000	0.532725	14.4657	5.07712	4.17968	0.34496	radar	1.74555	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	5.12357	4.15056	0.240414
1477010453700000	0.356845	14.2416	5.13714	4.17958	0.324896	lidar	0.774625	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	5.12748	4.16258	0.234179
1477010453750000	0.224196	13.9883	5.27127	4.20876	0.350238	radar	2.67917	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	5.13132	4.17429	0.227907
1477010453800000	0.21713	13.7421	5.16214	4.27393	0.40467	lidar	4.05321	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	5.13507	4.18568	0.221599
1477010453850000	0.107594	13.4985	5.22511	4.29818	0.413835	radar	0.808328	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	5.13873	4.19676	0.215255
1477010453900000	-0.059096	13.2643	5.28081	4.29288	0.383753	lidar	1.16422	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	5.14231	4.20752	0.208879
1477010453950000	-0.175543	13.0476	5.19321	4.29866	0.362041	radar	1.28452	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	5.14579	4.21797	0.202468
1477010454000000	-0.172548	12.8262	5.07355	4.35578	0.408213	lidar	3.70911	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	5.14919	4.22809	0.196027
1477010454050000	-0.286108	12.6016	5.00086	4.35862	0.381313	radar	3.2698	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	5.15249	4.23789	0.189554
1477010454100000	-0.404805	12.3663	5.03004	4.36373	0.364942	lidar	0.337946	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	5.15569	4.24737	0.183051
1477010454150000	-0.521945	12.1585	4.9758	4.36134	0.337804	radar	3.66187	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	5.1588	4.25652	0.176519
1477010454200000	-0.598215	11.942	4.94624	4.37883	0.339086	lidar	0.505305	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	5.1618	4.26535	0.169959
1477010454250000	-0.719183	11.7133	4.94753	4.37582	0.313632	radar	2.78902	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	5.16471	4.27385	0.163373
1477010454300000	-0.917679	11.4662	5.05637	4.34294	0.256548	lidar	4.46052	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	5.16751	4.28201	0.156761
1477010454350000	-1.01269	11.2431	4.96148	4.34515	0.235425	radar	2.69431	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	5.1702	4.28985	0.150124
1477010454400000	-1.19192	11.0143	5.02969	4.31771	0.190206	lidar	2.65086	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	5.17278	4.29736	0.143463
1477010454450000	-1.27461	10.768	5.10177	4.34053	0.213157	radar	1.27442	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	5.17526	4.30453	0.136779
1477010454500000	-1.40772	10.5118	5.16211	4.3359	0.195219	lidar	0.969373	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	5.17763	4.31137	0.130074
1477010454550000	-1.50044	10.2478	5.23865	4.35326	0.208985	radar	1.2502	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	5.17988	4.31787	0.123349
1477010454600000	-1.59617	10.0386	5.19197	4.35742	0.202671	lidar	2.10242	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	5.18202	4.32404	0.116604
1477010454650000	-1.68237	9.81069	5.13999	4.3643	0.195823	radar	0.581445	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	5.18405	4.32987	0.10984
1477010454700000	-1.75552	9.59231	5.09549	4.37704	0.199747	lidar	0.811695	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	5.18596	4.33536	0.10306
1477010454750000	-1.87043	9.33793	5.1828	4.37884	0.195126	radar	2.54881	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	5.18775	4.34052	0.0962627
1477010454800000	-1.95672	9.04247	5.25731	4.39296	0.198915	lidar	3.917	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	5.18942	4.34533	0.0894504
1477010454850000	-2.03878	8.8225	5.16582	4.39451	0.183264	radar	1.96027	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	5.19097	4.3498	0.0826241
1477010454900000	-2.13646	8.56985	5.19146	4.39695	0.175385	lidar	0.150629	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	5.19241	4.35393	0.0757847
1477010454950000	-2.26764	8.31353	5.24179	4.38436	0.149566	radar	2.83623	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	5.19372	4.35772	0.0689333
1477010455000000	-2.31087	8.08343	5.18125	4.40678	0.167097	lidar	0.815898	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	5.19491	4.36117	0.062071
1477010455050000	-2.36828	7.87462	5.09127	4.41774	0.168467	radar	5.48481	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	5.19597	4.36427	0.0551989
1477010455100000	-2.48511	7.62141	5.14282	4.40892	0.148532	lidar	0.794512	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	5.19691	4.36703	0.0483182
1477010455150000	-2.64486	7.38669	5.12203	4.37134	0.0845302	radar	5.78742	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	5.19773	4.36945	0.0414297
1477010455200000	-2.75119	7.12966	5.1641	4.36829	0.0758791	lidar	0.382327	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	5.19842	4.37152	0.0345348
1477010455250000	-2.81167	6.89701	5.15302	4.38628	0.0981082	radar	1.60944	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	5.19899	4.37325	0.0276344
1477010455300000	-2.8484	6.69476	5.04757	4.40577	0.115348	lidar	2.33346	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	5.19943	4.37463	0.0207296
1477010455350000	-2.90405	6.47896	4.9288	4.40843	0.100082	radar	3.69755	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	5.19975	4.37567	0.0138215
1477010455400000	-2.95957	6.24438	4.91151	4.42057	0.10809	lidar	0.200751	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	5.19994	4.37636	0.00691132
1477010455450000	-3.08095	5.99414	4.99339	4.4079	0.0895231	radar	3.79656	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	5.2	4.3767	-1.76894e-016
1477010455500000	-3.16937	5.71587	5.06988	4.40997	0.0858964	lidar	1.85725	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	5.19994	4.3767	-0.00691132
1477010455550000	-3.2786	5.46887	5.05848	4.39096	0.0462982	radar	2.40737	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	5.19975	4.37636	-0.0138215
1477010455600000	-3.37904	5.20424	5.11868	4.387	0.0388318	lidar	0.710509	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	5.19943	4.37567	-0.0207296
1477010455650000	-3.4476	4.95881	5.12673	4.39814	0.0540713	radar	0.178033	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	5.19899	4.37463	-0.0276344
1477010455700000	-3.5685	4.67391	5.2378	4.388	0.0395443	lidar	2.24297	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	5.19842	4.37325	-0.0345348
1477010455750000	-3.6795	4.41966	5.23744	4.36874	0.000911954	radar	2.29959	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	5.19773	4.37152	-0.0414297
1477010455800000	-3.81763	4.14213	5.34357	4.35297	-0.0159863	lidar	2.46201	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	5.19691	4.36945	-0.0483182
1477010455850000	-3.89673	3.90297	5.32481	4.36321	0.0051372	radar	1.21195	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	5.19597	4.36703	-0.0551989
1477010455900000	-3.96576	3.67461	5.2622	4.36907	0.0106234	lidar	0.745301	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	5.19491	4.36427	-0.062071
1477010455950000	-4.06354	3.47401	5.16881	4.35312	-0.0194592	radar	4.25264	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	5.19372	4.36117	-0.0689333
1477010456000000	-4.15425	3.22991	5.17282	4.3525	-0.019076	lidar	0.00617642	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	5.19241	4.35772	-0.0757847
1477010456050000	-4.27252	2.97179	5.22291	4.3371	-0.0443042	radar	0.843695	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	5.19097	4.35393	-0.0826241
1477010456100000	-4.36422	2.69482	5.28302	4.34034	-0.0379932	lidar	1.22534	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	5.18942	4.3498	-0.0894504
1477010456150000	-4.45065	2.44602	5.27957	4.34498	-0.0267394	radar	0.162776	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	5.18775	4.34533	-0.0962627
1477010456200000	-4.55703	2.17797	5.33456	4.34308	-0.0261668	lidar	0.576256	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	5.18596	4.34052	-0.10306
1477010456250000	-4.6663	1.94643	5.3172	4.32013	-0.0725216	radar	4.17842	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	5.18405	4.33536	-0.10984
1477010456300000	-4.78404	1.66782	5.39971	4.31696	-0.0697364	lidar	1.36238	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	5.18202	4.32987	-0.116604
1477010456350000	-4.90833	1.41565	5.43425	4.30117	-0.0924813	radar	0.517477	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	5.17988	4.32404	-0.123349
1477010456400000	-4.96462	1.18917	5.33649	4.30763	-0.0846662	lidar	5.12906	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	5.17763	4.31787	-0.130074
1477010456450000	-5.05811	0.978467	5.25108	4.30342	-0.0831666	radar	1.18116	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	5.17526	4.31137	-0.136779
1477010456500000	-5.11673	0.752451	5.17785	4.30923	-0.0758312	lidar	3.86787	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	5.17278	4.30453	-0.143463
1477010456550000	-5.21372	0.449485	5.31535	4.31517	-0.0676964	radar	5.23104	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	5.1702	4.29736	-0.150124
1477010456600000	-5.28762	0.212543	5.27355	4.31826	-0.06258	lidar	1.5212	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	5.16751	4.28985	-0.156761
1477010456650000	-5.39697	-0.0186032	5.22982	4.31873	-0.0466676	radar	5.86673	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	5.16471	4.28201	-0.163373
1477010456700000	-5.46732	-0.253111	5.19184	4.32335	-0.0407705	lidar	1.5559	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	5.1618	4.27385	-0.169959
1477010456750000	-5.58628	-0.429147	5.09823	4.29784	-0.0760225	radar	3.71543	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	5.1588	4.26535	-0.176519
1477010456800000	-5.7208	-0.609215	5.02295	4.27276	-0.102843	lidar	2.54145	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	5.15569	4.25652	-0.183051
1477010456850000	-5.83594	-0.843374	5.10602	4.25426	-0.135522	radar	5.64873	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	5.15249	4.24737	-0.189554
1477010456900000	-5.93257	-1.11733	5.17649	4.26357	-0.114271	lidar	1.49444	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	5.14919	4.23789	-0.196027
1477010456950000	-6.0222	-1.38976	5.23514	4.27402	-0.0943876	radar	2.77045	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	5.1458	4.22809	-0.202468
1477010457000000	-6.16043	-1.59617	5.20013	4.25359	-0.113919	lidar	1.14436	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	5.14231	4.21797	-0.208879
1477010457050000	-6.30311	-1.8425	5.3349	4.22923	-0.153288	radar	3.94215	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	5.13873	4.20752	-0.215255
1477010457100000	-6.41065	-2.09441	5.35152	4.23105	-0.141557	lidar	0.385749	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	5.13507	4.19676	-0.221599
1477010457150000	-6.56071	-2.2962	5.29344	4.20885	-0.158183	radar	3.29036	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	5.13132	4.18568	-0.227907
1477010457200000	-6.71062	-2.50449	5.26935	4.18814	-0.174183	lidar	0.592199	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	5.12748	4.17429	-0.234179
1477010457250000	-6.86561	-2.71901	5.27522	4.16768	-0.190127	radar	1.19443	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	5.12357	4.16258	-0.240414
1477010457300000	-6.95959	-2.98972	5.31978	4.18441	-0.157375	lidar	2.21158	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	5.11958	4.15056	-0.246611
1477010457350000	-7.08802	-3.2122	5.2739	4.17971	-0.149859	radar	0.312722	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	5.11551	4.13823	-0.252769
1477010457400000	-7.21285	-3.40255	5.21007	4.16502	-0.160665	lidar	1.48409	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	5.11138	4.12559	-0.258887
1477010457450000	-7.35908	-3.65363	5.25898	4.16252	-0.151837	radar	4.38324	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	5.10717	4.11264	-0.264964
1477010457500000	-7.51716	-3.78471	5.13148	4.12224	-0.194879	lidar	5.05482	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	5.10289	4.09939	-0.271
1477010457550000	-7.66169	-3.99478	5.15144	4.10986	-0.200432	radar	0.494165	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	5.09855	4.08584	-0.276993
1477010457600000	-7.8168	-4.22418	5.18424	4.10246	-0.196333	lidar	0.504071	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	5.09414	4.07199	-0.282942
1477010457650000	-7.96788	-4.44316	5.19049	4.09463	-0.193052	radar	0.384104	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	5.08968	4.05785	-0.288846
1477010457700000	-8.13049	-4.68275	5.24058	4.08985	-0.185866	lidar	1.18468	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	5.08515	4.04341	-0.294705
1477010457750000	-8.27044	-4.88056	5.11932	4.08634	-0.171901	radar	2.3781	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	5.08058	4.02867	-0.300517
1477010457800000	-8.40289	-5.09749	5.11947	4.08662	-0.161255	lidar	0.263019	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	5.07595	4.01365	-0.306282
1477010457850000	-8.55012	-5.25789	4.99172	4.06925	-0.169112	radar	3.56257	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	5.07128	3.99833	-0.311998
1477010457900000	-8.73912	-5.45733	5.0235	4.04849	-0.183114	lidar	1.83635	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	5.06656	3.98273	-0.317665
1477010457950000	-8.89941	-5.65256	5.01506	4.03771	-0.184346	radar	0.268528	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	5.06181	3.96685	-0.323282
1477010458000000	-9.05522	-5.83778	5.00106	4.02598	-0.18762	lidar	0.091482	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	5.057	3.95068	-0.328848
1477010458050000	-9.19493	-5.98783	4.87525	4.01202	-0.191266	radar	5.60575	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	5.05217	3.93424	-0.334362
1477010458100000	-9.36891	-6.08788	4.77959	3.97046	-0.231032	lidar	4.22554	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	5.0473	3.91752	-0.339823
1477010458150000	-9.54599	-6.27065	4.81697	3.9561	-0.234601	radar	1.06911	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	5.0424	3.90053	-0.34523
1477010458200000	-9.68587	-6.48022	4.83688	3.96426	-0.210718	lidar	0.637416	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	5.03748	3.88327	-0.350583
1477010458250000	-9.90832	-6.64441	4.94423	3.92914	-0.242299	radar	7.26072	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	5.03253	3.86574	-0.355881
1477010458300000	-10.1115	-6.81173	4.96286	3.9059	-0.255101	lidar	0.724876	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	5.02756	3.84795	-0.361122
