time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	v_ground_truth	yaw_groundtruth	yawrate_groundtruth
1477010458350000	-10.2969	-6.97428	4.99143	3.88808	-0.262242	radar	0.952942	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	5.02257	3.82989	-0.366307
1477010458400000	-10.5278	-7.15925	5.0574	3.86598	-0.271728	lidar	3.79483	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	5.01757	3.81158	-0.371433
1477010458450000	-10.7331	-7.30183	5.06075	3.83939	-0.287645	radar	1.83219	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	5.01256	3.793	-0.376501
1477010458500000	-10.981	-7.46726	5.12124	3.81029	-0.303959	lidar	3.63632	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	5.00754	3.77418	-0.381509
1477010458550000	-11.1684	-7.60596	5.0483	3.79312	-0.306232	radar	1.31379	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	5.00251	3.7551	-0.386458
1477010458600000	-11.3181	-7.75896	4.99286	3.79369	-0.288483	lidar	3.04884	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	4.99748	3.73578	-0.391345
1477010458650000	-11.5124	-7.88537	4.94839	3.77229	-0.296907	radar	1.75223	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	4.99246	3.71621	-0.39617
1477010458700000	-11.6911	-7.98886	4.88399	3.74897	-0.307737	lidar	2.90635	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	4.98744	3.6964	-0.400933
1477010458750000	-11.8816	-8.10135	4.77294	3.72704	-0.315499	radar	1.48562	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	4.98243	3.67636	-0.405632
1477010458800000	-12.095	-8.19188	4.75322	3.69277	-0.337258	lidar	0.65728	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	4.97743	3.65608	-0.410268
1477010458850000	-12.3244	-8.32267	4.89896	3.67331	-0.339274	radar	2.90156	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	4.97244	3.63556	-0.414838
1477010458900000	-12.5279	-8.40383	4.85408	3.64295	-0.355394	lidar	1.71004	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	4.96747	3.61482	-0.419343
1477010458950000	-12.73	-8.49124	4.74983	3.61622	-0.367165	radar	1.57666	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	4.96252	3.59385	-0.423782
1477010459000000	-13.0103	-8.58209	4.82597	3.57434	-0.393395	lidar	4.49535	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	4.9576	3.57266	-0.428154
1477010459050000	-13.2614	-8.68415	4.91963	3.54979	-0.397271	radar	2.83538	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	4.9527	3.55126	-0.432459
1477010459100000	-13.4832	-8.73138	4.88085	3.51177	-0.418752	lidar	1.86429	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	4.94784	3.52963	-0.436695
1477010459150000	-13.6931	-8.77581	4.74254	3.4745	-0.441384	radar	3.64567	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	4.94299	3.5078	-0.440862
1477010459200000	-13.922	-8.88406	4.76805	3.46523	-0.426313	lidar	0.942013	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	4.9382	3.48576	-0.444959
1477010459250000	-14.1789	-8.97438	4.92068	3.44934	-0.415343	radar	2.91394	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	4.93343	3.46351	-0.448987
1477010459300000	-14.405	-9.08523	4.92743	3.4467	-0.394445	lidar	0.655321	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	4.92872	3.44106	-0.452943
1477010459350000	-14.6329	-9.15651	4.88745	3.42693	-0.395887	radar	0.319144	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	4.92405	3.41841	-0.456828
1477010459400000	-14.9215	-9.15543	4.93743	3.36844	-0.439755	lidar	2.09936	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	4.91941	3.39557	-0.46064
1477010459450000	-15.1821	-9.2276	4.97732	3.35141	-0.433549	radar	4.49609	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	4.91483	3.37254	-0.46438
1477010459500000	-15.4504	-9.34175	5.03647	3.35341	-0.405959	lidar	5.26606	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	4.91032	3.34932	-0.468047
1477010459550000	-15.6896	-9.37328	4.93699	3.32107	-0.425064	radar	2.11864	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	4.90587	3.32592	-0.47164
1477010459600000	-15.9482	-9.45642	4.97178	3.31542	-0.407005	lidar	2.09944	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	4.90146	3.30234	-0.475158
1477010459650000	-16.197	-9.46849	4.92806	3.27942	-0.427895	radar	2.23497	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	4.89712	3.27858	-0.478601
1477010459700000	-16.4478	-9.46247	4.93121	3.24111	-0.447121	lidar	0.549684	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	4.89285	3.25465	-0.481969
1477010459750000	-16.6607	-9.46691	4.84567	3.21285	-0.456927	radar	5.05174	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	4.88862	3.23055	-0.48526
1477010459800000	-16.9469	-9.44973	4.91241	3.17108	-0.477936	lidar	1.60364	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	4.88448	3.20629	-0.488475
1477010459850000	-17.2011	-9.50689	4.97143	3.17326	-0.443981	radar	7.85761	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	4.88042	3.18186	-0.491613
1477010459900000	-17.4627	-9.52353	4.99304	3.15482	-0.439625	lidar	0.492322	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	4.87624	3.15728	-0.494673
1477010459950000	-17.7192	-9.51462	4.96991	3.12492	-0.452119	radar	1.6789	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	4.87264	3.13255	-0.497655
1477010460000000	-17.9745	-9.48152	4.98322	3.09045	-0.465423	lidar	0.219384	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	4.86867	3.10767	-0.500558
1477010460050000	-18.2156	-9.44775	4.93467	3.05578	-0.482966	radar	0.669436	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	4.86492	3.08264	-0.503383
1477010460100000	-18.4131	-9.49343	4.84678	3.06479	-0.446083	lidar	2.08775	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	4.86126	3.05747	-0.506127
1477010460150000	-18.6494	-9.48141	4.87647	3.05084	-0.432087	radar	1.74364	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	4.8577	3.03216	-0.508793
1477010460200000	-18.8991	-9.47014	4.88549	3.03481	-0.425817	lidar	0.273357	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	4.8542	3.00672	-0.511377
1477010460250000	-19.129	-9.43284	4.89495	3.01317	-0.422818	radar	3.93206	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	4.85081	2.98115	-0.513881
1477010460300000	-19.378	-9.31166	4.93127	2.95407	-0.465255	lidar	3.09897	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	4.84751	2.95546	-0.516304
1477010460350000	-19.6092	-9.23946	4.88251	2.91566	-0.488375	radar	1.15177	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	4.84431	2.92964	-0.518645
1477010460400000	-19.865	-9.11309	4.93945	2.86153	-0.521359	lidar	1.44976	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	4.84121	2.90371	-0.520904
1477010460450000	-20.1033	-9.01134	4.95971	2.82286	-0.534857	radar	4.98988	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	4.8382	2.87767	-0.523081
1477010460500000	-20.2656	-9.14637	4.73486	2.88644	-0.435739	lidar	14.1557	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	4.83528	2.85151	-0.525176
1477010460550000	-20.5046	-9.10542	4.76401	2.87701	-0.418483	radar	1.6037	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	4.8325	2.82525	-0.527187
1477010460600000	-20.7279	-9.00635	4.77411	2.8414	-0.434708	lidar	0.731973	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	4.8298	2.79889	-0.529115
1477010460650000	-20.9706	-8.92644	4.79206	2.81584	-0.440834	radar	2.52007	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	4.82722	2.77244	-0.53096
1477010460700000	-21.1653	-8.85841	4.73634	2.79712	-0.437154	lidar	1.1438	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	4.82474	2.74589	-0.532721
1477010460750000	-21.3982	-8.77304	4.73842	2.77202	-0.44396	radar	1.96029	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	4.82238	2.71925	-0.534397
1477010460800000	-21.5876	-8.74916	4.6479	2.77488	-0.416344	lidar	1.45311	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	4.82012	2.69253	-0.53599
1477010460850000	-21.7748	-8.61805	4.55597	2.72102	-0.467287	radar	6.34061	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	4.81798	2.66574	-0.537498
1477010460900000	-21.9784	-8.53759	4.54045	2.70373	-0.460616	lidar	0.0714727	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	4.81595	2.63886	-0.53892
1477010460950000	-22.188	-8.43232	4.58616	2.6839	-0.450446	radar	2.0802	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	4.81404	2.61191	-0.540258
1477010461000000	-22.4236	-8.32649	4.63522	2.66347	-0.448247	lidar	1.39253	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	4.81225	2.5849	-0.54151
1477010461050000	-22.6125	-8.21631	4.59378	2.63539	-0.458716	radar	0.831763	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	4.81058	2.55783	-0.542677
1477010461100000	-22.8617	-7.96117	4.79257	2.56029	-0.515403	lidar	6.48475	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	4.80903	2.53069	-0.543759
1477010461150000	-23.0507	-7.8158	4.73461	2.51587	-0.551532	radar	3.66862	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	4.80759	2.5035	-0.544754
1477010461200000	-23.2847	-7.6304	4.84236	2.47698	-0.563468	lidar	2.34838	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	4.80628	2.47627	-0.545663
1477010461250000	-23.4856	-7.48712	4.88802	2.46406	-0.534656	radar	1.61432	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	4.80509	2.44898	-0.546486
1477010461300000	-23.6504	-7.34585	4.83974	2.43906	-0.533004	lidar	0.666598	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	4.80403	2.42166	-0.547223
1477010461350000	-23.8425	-7.18287	4.87008	2.41576	-0.525271	radar	0.882073	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	4.80309	2.3943	-0.547873
1477010461400000	-23.9992	-7.0974	4.74567	2.41336	-0.500597	lidar	2.00015	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	4.80227	2.3669	-0.548437
1477010461450000	-24.1672	-6.91596	4.7474	2.37551	-0.519369	radar	2.01287	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	4.80158	2.33948	-0.548915
1477010461500000	-24.3342	-6.65431	4.86427	2.31669	-0.553654	lidar	3.32549	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	4.80101	2.31204	-0.549305
1477010461550000	-24.5011	-6.47819	4.84364	2.28464	-0.567431	radar	3.52425	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	4.80057	2.28457	-0.549609
1477010461600000	-24.5944	-6.34946	4.691	2.26123	-0.562808	lidar	5.21674	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	4.80025	2.25709	-0.549826
1477010461650000	-24.7345	-6.16269	4.68835	2.2303	-0.565907	radar	0.312042	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	4.80006	2.2296	-0.549957
1477010461700000	-24.9206	-5.94989	4.77753	2.20469	-0.562737	lidar	2.78869	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	4.8	2.2021	-0.55
1477010461750000	-25.0516	-5.74453	4.78929	2.17321	-0.563824	radar	1.86177	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	4.80006	2.1746	-0.549957
1477010461800000	-25.1832	-5.57547	4.74353	2.15335	-0.555364	lidar	0.303072	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	4.80025	2.1471	-0.549826
1477010461850000	-25.3364	-5.38836	4.77222	2.14481	-0.522903	radar	1.30888	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	4.80057	2.11961	-0.549609
1477010461900000	-25.4826	-5.15775	4.83644	2.11608	-0.525337	lidar	0.632717	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	4.80101	2.09213	-0.549305
1477010461950000	-25.6131	-4.98159	4.81733	2.11152	-0.487472	radar	6.3971	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	4.80158	2.06467	-0.548915
1477010462000000	-25.7251	-4.81357	4.74521	2.09467	-0.479878	lidar	0.536967	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	4.80227	2.03722	-0.548437
1477010462050000	-25.8465	-4.60679	4.75856	2.07596	-0.469107	radar	0.244281	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	4.80309	2.0098	-0.547873
1477010462100000	-25.9605	-4.35703	4.82514	2.04333	-0.478533	lidar	0.52841	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	4.80403	1.98241	-0.547223
1477010462150000	-26.0703	-4.13609	4.80425	2.00202	-0.520549	radar	11.0452	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	4.80509	1.95504	-0.546486
1477010462200000	-26.1643	-3.84342	4.92295	1.95876	-0.538246	lidar	1.86322	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	4.80628	1.92772	-0.545663
1477010462250000	-26.2387	-3.60492	4.90627	1.90955	-0.583536	radar	3.5719	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	4.8076	1.90044	-0.544754
1477010462300000	-26.268	-3.33854	4.92748	1.85896	-0.605378	lidar	4.34975	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	4.80903	1.8732	-0.543759
1477010462350000	-26.3178	-3.09213	4.92633	1.81396	-0.631868	radar	0.564126	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	4.81058	1.84601	-0.542677
1477010462400000	-26.3415	-2.86275	4.88711	1.77422	-0.640447	lidar	1.49995	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	4.81225	1.81888	-0.54151
1477010462450000	-26.3987	-2.63693	4.86971	1.75103	-0.627407	radar	1.40493	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	4.81404	1.7918	-0.540258
1477010462500000	-26.4723	-2.49844	4.70489	1.74458	-0.603951	lidar	5.7576	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	4.81595	1.76479	-0.53892
1477010462550000	-26.527	-2.26418	4.72007	1.72656	-0.581726	radar	0.987669	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	4.81798	1.73784	-0.537498
1477010462600000	-26.5761	-2.07313	4.64962	1.70764	-0.572156	lidar	1.08614	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	4.82012	1.71097	-0.53599
1477010462650000	-26.6067	-1.83877	4.65928	1.68707	-0.552679	radar	2.0205	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	4.82237	1.68417	-0.534397
1477010462700000	-26.6053	-1.58538	4.6897	1.64881	-0.56322	lidar	1.18089	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	4.82474	1.65745	-0.532721
1477010462750000	-26.6026	-1.3588	4.67036	1.60767	-0.587527	radar	1.65512	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	4.82722	1.63081	-0.53096
1477010462800000	-26.6064	-1.13078	4.66	1.57821	-0.587716	lidar	0.0115853	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	4.8298	1.60426	-0.529115
1477010462850000	-26.6352	-0.909623	4.64471	1.56251	-0.57067	radar	5.11339	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	4.83249	1.57781	-0.527187
1477010462900000	-26.6467	-0.652258	4.69618	1.53873	-0.565314	lidar	0.623689	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	4.83529	1.55145	-0.525176
1477010462950000	-26.6345	-0.409769	4.71617	1.50145	-0.586364	radar	2.28571	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	4.8382	1.52519	-0.523081
1477010463000000	-26.5899	-0.103425	4.84849	1.46157	-0.59569	lidar	2.6638	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	4.8412	1.49904	-0.520904
1477010463050000	-26.5703	0.137807	4.85394	1.43244	-0.599561	radar	2.75749	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	4.84431	1.47299	-0.518645
1477010463100000	-26.5466	0.438265	4.96934	1.40735	-0.59326	lidar	1.49724	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	4.84751	1.44706	-0.516304
1477010463150000	-26.534	0.677477	4.94863	1.39754	-0.560284	radar	1.81344	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	4.85081	1.42124	-0.513881
1477010463200000	-26.5256	0.962614	5.02613	1.38379	-0.545083	lidar	2.79657	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	4.85421	1.39555	-0.511377
1477010463250000	-26.4874	1.22688	5.04324	1.37572	-0.503506	radar	7.11677	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	4.85769	1.36998	-0.508793
1477010463300000	-26.4299	1.45799	5.01475	1.34796	-0.506389	lidar	0.13313	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	4.86127	1.34454	-0.506127
1477010463350000	-26.3914	1.67343	4.94917	1.335	-0.483885	radar	8.5807	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	4.86493	1.31923	-0.503383
1477010463400000	-26.3363	1.8763	4.87884	1.31049	-0.4849	lidar	0.473133	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	4.86868	1.29407	-0.500558
1477010463450000	-26.2687	2.10719	4.87514	1.2831	-0.491532	radar	0.214366	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	4.87252	1.26904	-0.497655
1477010463500000	-26.2069	2.29202	4.78301	1.25833	-0.492603	lidar	0.841922	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	4.87643	1.24416	-0.494673
1477010463550000	-26.1445	2.51625	4.75991	1.24635	-0.467234	radar	0.868876	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	4.88042	1.21942	-0.491613
1477010463600000	-26.0649	2.76102	4.79767	1.22447	-0.465371	lidar	0.135354	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	4.88449	1.19484	-0.488475
1477010463650000	-25.9709	2.98444	4.82089	1.18574	-0.499364	radar	2.78318	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	4.88863	1.17042	-0.48526
1477010463700000	-25.8674	3.27225	4.94539	1.1646	-0.494193	lidar	1.46559	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	4.89284	1.14615	-0.481969
1477010463750000	-25.7844	3.50321	4.94778	1.14586	-0.488789	radar	2.14797	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	4.89711	1.12206	-0.478601
1477010463800000	-25.6794	3.69944	4.89772	1.11771	-0.493117	lidar	0.271066	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	4.90145	1.09813	-0.475158
1477010463850000	-25.5632	3.90626	4.88368	1.08749	-0.501755	radar	1.13148	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	4.90586	1.07437	-0.47164
1477010463900000	-25.4979	4.07794	4.77845	1.07235	-0.493109	lidar	3.79636	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	4.91032	1.05079	-0.468047
1477010463950000	-25.3754	4.27789	4.76988	1.04338	-0.499341	radar	0.590371	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	4.91484	1.02738	-0.46438
1477010464000000	-25.2148	4.5015	4.82756	1.00957	-0.507486	lidar	2.04395	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	4.91942	1.00417	-0.46064
1477010464050000	-25.0648	4.6959	4.8042	0.984293	-0.495816	radar	8.92964	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	4.92404	0.981133	-0.456828
1477010464100000	-24.9469	4.88878	4.78252	0.963839	-0.491759	lidar	0.425654	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	4.92872	0.958291	-0.452943
1477010464150000	-24.7913	5.07889	4.78484	0.933983	-0.49575	radar	2.30227	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	4.93344	0.935644	-0.448987
1477010464200000	-24.6215	5.29856	4.85337	0.907645	-0.496161	lidar	0.946226	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	4.9382	0.913195	-0.444959
1477010464250000	-24.4495	5.47899	4.88336	0.866537	-0.525416	radar	0.92692	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	4.943	0.890947	-0.440862
1477010464300000	-24.2626	5.65244	4.88909	0.830182	-0.535591	lidar	1.2236	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	4.94783	0.868904	-0.436695
1477010464350000	-24.0973	5.81375	4.8804	0.794843	-0.552674	radar	3.22511	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	4.9527	0.847069	-0.432459
1477010464400000	-23.924	5.97316	4.86114	0.764091	-0.556259	lidar	0.057999	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	4.9576	0.825446	-0.428154
1477010464450000	-23.7814	6.15292	4.76861	0.76712	-0.497351	radar	4.62242	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	4.96252	0.804038	-0.423782
1477010464500000	-23.6151	6.30732	4.74792	0.741737	-0.498342	lidar	0.0739304	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	4.96747	0.782849	-0.419343
1477010464550000	-23.4676	6.47527	4.69894	0.73448	-0.469215	radar	1.78819	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	4.97244	0.761882	-0.414838
1477010464600000	-23.2373	6.71055	4.8726	0.720289	-0.455922	lidar	4.40275	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	4.97743	0.74114	-0.410268
1477010464650000	-23.0435	6.84951	4.83677	0.693514	-0.454282	radar	5.55004	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	4.98243	0.720627	-0.405632
1477010464700000	-22.8278	7.02637	4.90261	0.671325	-0.45242	lidar	0.996967	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	4.98744	0.700345	-0.400933
1477010464750000	-22.6159	7.1627	4.91946	0.63679	-0.469671	radar	1.48618	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	4.99246	0.680299	-0.39617
1477010464800000	-22.4317	7.30558	4.90057	0.616336	-0.466943	lidar	0.315608	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	4.99749	0.66049	-0.391345
1477010464850000	-22.2005	7.43856	4.98871	0.572532	-0.50567	radar	2.42822	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	5.00251	0.640923	-0.386458
1477010464900000	-22.0187	7.59982	4.99021	0.562661	-0.489808	lidar	2.1274	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	5.00754	0.6216	-0.381509
1477010464950000	-21.8347	7.76947	4.9465	0.567517	-0.442749	radar	5.84052	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	5.01256	0.602525	-0.376501
1477010465000000	-21.627	7.91125	4.95777	0.549466	-0.438304	lidar	0.0710624	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	5.01757	0.583699	-0.371433
1477010465050000	-21.4378	8.04304	4.91272	0.537473	-0.422579	radar	1.69802	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	5.02257	0.565128	-0.366307
1477010465100000	-21.2175	8.07218	4.81022	0.482671	-0.4593	lidar	4.3907	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	5.02756	0.546812	-0.361122
1477010465150000	-21.0284	8.21881	4.73514	0.490786	-0.405739	radar	6.3084	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	5.03253	0.528756	-0.355881
1477010465200000	-20.8499	8.37141	4.74231	0.491032	-0.384257	lidar	3.21048	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	5.03748	0.510962	-0.350583
1477010465250000	-20.607	8.48603	4.83281	0.460921	-0.4053	radar	4.44189	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	5.0424	0.493433	-0.34523
1477010465300000	-20.3535	8.62988	4.92453	0.44872	-0.395166	lidar	1.40379	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	5.0473	0.476172	-0.339823
1477010465350000	-20.1576	8.75578	4.84804	0.451803	-0.355359	radar	1.9574	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	5.05217	0.459181	-0.334362
1477010465400000	-19.9604	8.85529	4.81337	0.435609	-0.35435	lidar	0.572629	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	5.057	0.442462	-0.328848
1477010465450000	-19.7649	8.96727	4.74189	0.434811	-0.323847	radar	1.44735	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	5.0618	0.42602	-0.323282
1477010465500000	-19.5436	9.03985	4.72385	0.408271	-0.334924	lidar	0.483405	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	5.06656	0.409856	-0.317665
1477010465550000	-19.3027	9.14824	4.79205	0.391505	-0.338407	radar	4.55658	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	5.07128	0.393973	-0.311998
1477010465600000	-19.0112	9.24781	4.90255	0.369138	-0.342251	lidar	6.05877	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	5.07596	0.378373	-0.306282
1477010465650000	-18.7963	9.32896	4.88076	0.351039	-0.344779	radar	1.65561	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	5.08058	0.363059	-0.300517
1477010465700000	-18.5373	9.43645	4.94784	0.340004	-0.337149	lidar	0.798586	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	5.08516	0.348033	-0.294705
1477010465750000	-18.2701	9.47172	5.02705	0.290035	-0.388846	radar	5.54575	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	5.08968	0.333298	-0.288846
